khoi,nam_hoc,tong_diem,so_hoc_sinh
B01,2018,0.0,14
B01,2018,2.2,1
B01,2018,3.8,1
B01,2018,4.3,1
B01,2018,4.45,1
B01,2018,4.6,2
B01,2018,4.7,1
B01,2018,4.75,1
B01,2018,4.8,5
B01,2018,4.9,2
B01,2018,4.95,1
B01,2018,5.0,2
B01,2018,5.05,1
B01,2018,5.1,2
B01,2018,5.15,1
B01,2018,5.2,4
B01,2018,5.25,3
B01,2018,5.3,4
B01,2018,5.35,3
B01,2018,5.4,7
B01,2018,5.45,3
B01,2018,5.5,3
B01,2018,5.55,4
B01,2018,5.6,5
B01,2018,5.65,7
B01,2018,5.7,8
B01,2018,5.75,7
B01,2018,5.8,4
B01,2018,5.85,9
B01,2018,5.9,13
B01,2018,5.95,9
B01,2018,6.0,13
B01,2018,6.05,25
B01,2018,6.1,19
B01,2018,6.15,15
B01,2018,6.2,22
B01,2018,6.25,24
B01,2018,6.3,26
B01,2018,6.35,28
B01,2018,6.4,31
B01,2018,6.45,30
B01,2018,6.5,32
B01,2018,6.55,39
B01,2018,6.6,27
B01,2018,6.65,43
B01,2018,6.7,50
B01,2018,6.75,47
B01,2018,6.8,52
B01,2018,6.85,38
B01,2018,6.9,54
B01,2018,6.95,57
B01,2018,7.0,61
B01,2018,7.05,56
B01,2018,7.1,64
B01,2018,7.15,61
B01,2018,7.2,81
B01,2018,7.25,78
B01,2018,7.3,80
B01,2018,7.35,100
B01,2018,7.4,78
B01,2018,7.45,78
B01,2018,7.5,85
B01,2018,7.55,115
B01,2018,7.6,116
B01,2018,7.65,81
B01,2018,7.7,110
B01,2018,7.75,136
B01,2018,7.8,143
B01,2018,7.85,116
B01,2018,7.9,127
B01,2018,7.95,138
B01,2018,8.0,143
B01,2018,8.05,159
B01,2018,8.1,154
B01,2018,8.15,174
B01,2018,8.2,146
B01,2018,8.25,150
B01,2018,8.3,187
B01,2018,8.35,189
B01,2018,8.4,196
B01,2018,8.45,170
B01,2018,8.5,181
B01,2018,8.55,183
B01,2018,8.6,200
B01,2018,8.65,202
B01,2018,8.7,207
B01,2018,8.75,202
B01,2018,8.8,204
B01,2018,8.85,212
B01,2018,8.9,224
B01,2018,8.95,205
