nam_hoc,mon_hoc,diem,so_hoc_sinh
2021,sinh_hoc,8.25,3865
2021,sinh_hoc,8.5,3147
2021,sinh_hoc,8.75,2535
2021,sinh_hoc,9.0,1997
2021,sinh_hoc,9.25,1604
2021,sinh_hoc,9.5,1305
2021,sinh_hoc,9.75,996
2021,sinh_hoc,10.0,531
2022,sinh_hoc,0.0,36
2022,sinh_hoc,0.5,5
2022,sinh_hoc,0.75,6
2022,sinh_hoc,1.0,45
2022,sinh_hoc,1.25,80
2022,sinh_hoc,1.5,244
2022,sinh_hoc,1.75,560
2022,sinh_hoc,2.0,1191
2022,sinh_hoc,2.25,2193
2022,sinh_hoc,2.5,3995
2022,sinh_hoc,2.75,6188
2022,sinh_hoc,3.0,9198
2022,sinh_hoc,3.25,12549
2022,sinh_hoc,3.5,16010
2022,sinh_hoc,3.75,19296
2022,sinh_hoc,4.0,21628
2022,sinh_hoc,4.25,22942
2022,sinh_hoc,4.5,24004
2022,sinh_hoc,4.75,23470
2022,sinh_hoc,5.0,22360
2022,sinh_hoc,5.25,20200
2022,sinh_hoc,5.5,18423
2022,sinh_hoc,5.75,16094
2022,sinh_hoc,6.0,13956
2022,sinh_hoc,6.25,11701
2022,sinh_hoc,6.5,9799
2022,sinh_hoc,6.75,8466
2022,sinh_hoc,7.0,7063
2022,sinh_hoc,7.25,5942
2022,sinh_hoc,7.5,5159
2022,sinh_hoc,7.75,4606
2022,sinh_hoc,8.0,4062
2022,sinh_hoc,8.25,3566
2022,sinh_hoc,8.5,2906
2022,sinh_hoc,8.75,2096
2022,sinh_hoc,9.0,1243
2022,sinh_hoc,9.25,622
2022,sinh_hoc,9.5,235
2022,sinh_hoc,9.75,54
2022,sinh_hoc,10.0,5
2023,sinh_hoc,0.0,19
2023,sinh_hoc,0.25,1
2023,sinh_hoc,0.5,1
2023,sinh_hoc,0.75,2
2023,sinh_hoc,1.0,13
2023,sinh_hoc,1.25,15
2023,sinh_hoc,1.5,42
2023,sinh_hoc,1.75,78
2023,sinh_hoc,2.0,118
2023,sinh_hoc,2.25,171
2023,sinh_hoc,2.5,297
2023,sinh_hoc,2.75,465
2023,sinh_hoc,3.0,709
2023,sinh_hoc,3.25,1077
2023,sinh_hoc,3.5,1740
2023,sinh_hoc,3.75,2527
2023,sinh_hoc,4.0,3748
2023,sinh_hoc,4.25,5306
2023,sinh_hoc,4.5,7462
2023,sinh_hoc,4.75,9963
2023,sinh_hoc,5.0,13053
2023,sinh_hoc,5.25,16145
2023,sinh_hoc,5.5,19307
2023,sinh_hoc,5.75,22602
2023,sinh_hoc,6.0,25243
2023,sinh_hoc,6.25,26677
2023,sinh_hoc,6.5,27268
2023,sinh_hoc,6.75,26755
2023,sinh_hoc,7.0,24468
2023,sinh_hoc,7.25,21946
2023,sinh_hoc,7.5,18487
2023,sinh_hoc,7.75,14606
2023,sinh_hoc,8.0,11244
2023,sinh_hoc,8.25,8048
2023,sinh_hoc,8.5,5739
2023,sinh_hoc,8.75,3832
2023,sinh_hoc,9.0,2470
2023,sinh_hoc,9.25,1526
2023,sinh_hoc,9.5,888
2023,sinh_hoc,9.75,432
2023,sinh_hoc,10.0,135
2024,sinh_hoc,0.0,35
2024,sinh_hoc,0.5,1
2024,sinh_hoc,0.75,2
2024,sinh_hoc,1.0,11
2024,sinh_hoc,1.25,15
2024,sinh_hoc,1.5,38
2024,sinh_hoc,1.75,75
2024,sinh_hoc,2.0,134
2024,sinh_hoc,2.25,221
2024,sinh_hoc,2.5,357
2024,sinh_hoc,2.75,597
2024,sinh_hoc,3.0,898
2024,sinh_hoc,3.25,1489
2024,sinh_hoc,3.5,2257
2024,sinh_hoc,3.75,3498
2024,sinh_hoc,4.0,5491
2024,sinh_hoc,4.25,7544
2024,sinh_hoc,4.5,10205
2024,sinh_hoc,4.75,13000
2024,sinh_hoc,5.0,16114
2024,sinh_hoc,5.25,18721
2024,sinh_hoc,5.5,21363
2024,sinh_hoc,5.75,23825
2024,sinh_hoc,6.0,25170
2024,sinh_hoc,6.25,25969
2024,sinh_hoc,6.5,26129
2024,sinh_hoc,6.75,25176
2024,sinh_hoc,7.0,23773
2024,sinh_hoc,7.25,21545
2024,sinh_hoc,7.5,18754
2024,sinh_hoc,7.75,15533
2024,sinh_hoc,8.0,12398
2024,sinh_hoc,8.25,8857
2024,sinh_hoc,8.5,5967
2024,sinh_hoc,8.75,3591
2024,sinh_hoc,9.0,1930
2024,sinh_hoc,9.25,1045
2024,sinh_hoc,9.5,446
2024,sinh_hoc,9.75,170
2024,sinh_hoc,10.0,34
2025,sinh_hoc,0.0,12
2025,sinh_hoc,0.5,1
2025,sinh_hoc,0.75,2
2025,sinh_hoc,0.85,1
2025,sinh_hoc,1.1,3
2025,sinh_hoc,1.2,3
2025,sinh_hoc,1.25,7
2025,sinh_hoc,1.3,2
2025,sinh_hoc,1.35,4
2025,sinh_hoc,1.4,1
2025,sinh_hoc,1.45,6
2025,sinh_hoc,1.5,13
2025,sinh_hoc,1.55,4
2025,sinh_hoc,1.6,9
2025,sinh_hoc,1.7,18
2025,sinh_hoc,1.75,22
2025,sinh_hoc,1.8,6
2025,sinh_hoc,1.85,30
2025,sinh_hoc,1.9,1
2025,sinh_hoc,1.95,24
2025,sinh_hoc,2.0,38
2025,sinh_hoc,2.05,12
2025,sinh_hoc,2.1,80
2025,sinh_hoc,2.15,1
2025,sinh_hoc,2.2,64
2025,sinh_hoc,2.25,62
2025,sinh_hoc,2.3,23
2025,sinh_hoc,2.35,137
2025,sinh_hoc,2.4,1
2025,sinh_hoc,2.45,99
2025,sinh_hoc,2.5,135
2025,sinh_hoc,2.55,36
2025,sinh_hoc,2.6,213
2025,sinh_hoc,2.65,5
2025,sinh_hoc,2.7,164
2025,sinh_hoc,2.75,211
2025,sinh_hoc,2.8,38
2025,sinh_hoc,2.85,327
2025,sinh_hoc,2.9,1
2025,sinh_hoc,2.95,222
2025,sinh_hoc,3.0,287
2025,sinh_hoc,3.05,51
2025,sinh_hoc,3.1,494
2025,sinh_hoc,3.15,3
2025,sinh_hoc,3.2,321
2025,sinh_hoc,3.25,443
2025,sinh_hoc,3.3,46
2025,sinh_hoc,3.35,683
2025,sinh_hoc,3.4,3
2025,sinh_hoc,3.45,349
2025,sinh_hoc,3.5,626
2025,sinh_hoc,3.55,54
2025,sinh_hoc,3.6,936
2025,sinh_hoc,3.65,3
2025,sinh_hoc,3.7,411
2025,sinh_hoc,3.75,892
2025,sinh_hoc,3.8,56
2025,sinh_hoc,3.85,1144
2025,sinh_hoc,3.9,1
2025,sinh_hoc,3.95,405
2025,sinh_hoc,4.0,1103
2025,sinh_hoc,4.05,55
2025,sinh_hoc,4.1,1357
2025,sinh_hoc,4.15,2
2025,sinh_hoc,4.2,440
2025,sinh_hoc,4.25,1424
2025,sinh_hoc,4.3,49
2025,sinh_hoc,4.35,1537
2025,sinh_hoc,4.4,1
2025,sinh_hoc,4.45,425
2025,sinh_hoc,4.5,1553
2025,sinh_hoc,4.55,36
2025,sinh_hoc,4.6,1671
2025,sinh_hoc,4.65,1
2025,sinh_hoc,4.7,381
2025,sinh_hoc,4.75,1869
2025,sinh_hoc,4.8,24
2025,sinh_hoc,4.85,1722
2025,sinh_hoc,4.9,1
2025,sinh_hoc,4.95,331
2025,sinh_hoc,5.0,1969
2025,sinh_hoc,5.05,15
2025,sinh_hoc,5.1,1731
2025,sinh_hoc,5.2,319
2025,sinh_hoc,5.25,2155
2025,sinh_hoc,5.3,12
2025,sinh_hoc,5.35,1585
2025,sinh_hoc,5.45,227
2025,sinh_hoc,5.5,2283
2025,sinh_hoc,5.55,7
2025,sinh_hoc,5.6,1561
2025,sinh_hoc,5.7,193
2025,sinh_hoc,5.75,2376
2025,sinh_hoc,5.85,1407
2025,sinh_hoc,5.95,132
2025,sinh_hoc,6.0,2435
2025,sinh_hoc,6.05,2
2025,sinh_hoc,6.1,1277
2025,sinh_hoc,6.2,107
2025,sinh_hoc,6.25,2437
2025,sinh_hoc,6.3,1
2025,sinh_hoc,6.35,1126
2025,sinh_hoc,6.45,75
2025,sinh_hoc,6.5,2530
2025,sinh_hoc,6.6,978
2025,sinh_hoc,6.7,34
2025,sinh_hoc,6.75,2378
2025,sinh_hoc,6.8,1
2025,sinh_hoc,6.85,794
2025,sinh_hoc,6.95,24
2025,sinh_hoc,7.0,2286
2025,sinh_hoc,7.1,617
2025,sinh_hoc,7.2,20
2025,sinh_hoc,7.25,2282
2025,sinh_hoc,7.35,504
2025,sinh_hoc,7.45,4
2025,sinh_hoc,7.5,2067
2025,sinh_hoc,7.6,361
2025,sinh_hoc,7.7,4
2025,sinh_hoc,7.75,1912
2025,sinh_hoc,7.85,253
2025,sinh_hoc,7.95,1
2025,sinh_hoc,8.0,1741
2025,sinh_hoc,8.1,177
2025,sinh_hoc,8.25,1502
2025,sinh_hoc,8.35,106
2025,sinh_hoc,8.5,1389
2025,sinh_hoc,8.6,59
2025,sinh_hoc,8.75,1067
2025,sinh_hoc,8.85,16
2025,sinh_hoc,9.0,803
2025,sinh_hoc,9.1,6
2025,sinh_hoc,9.25,497
2025,sinh_hoc,9.5,338
2025,sinh_hoc,9.75,121
2025,sinh_hoc,10.0,84
